ZIP census tabulation area,ZIP Code name,Total population (2020 Census)
93651,"Prather, CA",1445
93652,"Raisin City, CA",410
93653,"Raymond, CA",1050
93654,"Reedley, CA",30620
93656,"Riverdale, CA",6459
93657,"Sanger, CA",37464
93660,"San Joaquin, CA",4173
93662,"Selma, CA",30774
93664,"Shaver Lake, CA",614
93665,"South Dos Palos, CA (PO boxes)",537
93666,"Sultana, CA (PO boxes)",668
93667,"Tollhouse, CA",2294
93668,"Tranquillity, CA",1054
93669,"Wishon, CA",316
93670,"Yettem, CA (PO boxes)",80
93673,"Traver, CA (PO boxes)",667
93675,"Squaw Valley, CA",3820
93701,"Fresno, CA",12037
93702,"Fresno, CA",45741
93703,"Fresno, CA",34840
93704,"Fresno, CA",28573
93705,"Fresno, CA",38125
93706,"Fresno, CA",40965
93710,"Fresno, CA",30552
93711,"Fresno, CA",37901
93720,"Fresno, CA",47814
93721,"Fresno, CA",7899
93722,"Fresno, CA",87364
93723,"Fresno, CA",12037
93725,"Fresno, CA",26162
93726,"Fresno, CA",42366
93727,"Fresno, CA",83212
93728,"Fresno, CA",16191
93730,"Fresno, CA",13687
93737,"Fresno, CA",6596
93740,"Fresno, CA",1213
93741,"Fresno, CA",84
93901,"Salinas, CA",29700
93905,"Salinas, CA",64209
93906,"Salinas, CA",66381
93907,"Salinas, CA",23315
93908,"Salinas, CA",13188
93920,"Big Sur, CA",1140
93921,"Carmel By The Sea, CA (PO boxes)",2956
93923,"Carmel, CA",12338
93924,"Carmel Valley, CA",6609
93925,"Chualar, CA",1515
93926,"Gonzales, CA",9187
93927,"Greenfield, CA",19976
93928,"Jolon, CA (PO boxes)",259
93930,"King City, CA",16206
93932,"Lockwood, CA (PO boxes)",533
93933,"Marina, CA",27218
93940,"Monterey, CA",30454
93943,"Monterey, CA",55
93944,"Monterey, CA (PO boxes)",3395
93950,"Pacific Grove, CA",15082
93953,"Pebble Beach, CA",4271
93954,"San Lucas, CA (PO boxes)",371
93955,"Seaside, CA",32703
93960,"Soledad, CA",26093
93962,"Spreckels, CA (PO boxes)",692
94002,"Belmont, CA",28513
94005,"Brisbane, CA",4836
94010,"Burlingame, CA",44045
94014,"Daly City, CA",48677
94015,"Daly City, CA",63489
94018,"El Granada, CA (PO boxes)",3513
94019,"Half Moon Bay, CA",15483
94020,"La Honda, CA",1732
94021,"Loma Mar, CA",171
94022,"Los Altos, CA",20842
94024,"Los Altos, CA",23263
94025,"Menlo Park, CA",42354
94027,"Atherton, CA",7270
94028,"Portola Valley, CA",6904
94030,"Millbrae, CA",23212
94037,"Montara, CA (PO boxes)",2811
94038,"Moss Beach, CA",3176
94040,"Mountain View, CA",36501
94041,"Mountain View, CA",15604
94043,"Mountain View, CA",31414
94044,"Pacifica, CA",38675
94060,"Pescadero, CA",1513
94061,"Redwood City, CA",36704
94062,"Redwood City, CA",26689
94063,"Redwood City, CA",35836
94065,"Redwood City, CA",12781
94066,"San Bruno, CA",44147
94070,"San Carlos, CA",31585
94074,"San Gregorio, CA",282
94080,"South San Francisco, CA",66592
94085,"Sunnyvale, CA",24031
94086,"Sunnyvale, CA",50175
94087,"Sunnyvale, CA",58344
94089,"Sunnyvale, CA",23255
94102,"San Francisco, CA",39432
94103,"San Francisco, CA",37843
94104,"San Francisco, CA",576
94105,"San Francisco, CA",14841
94107,"San Francisco, CA",34012
94108,"San Francisco, CA",13097
94109,"San Francisco, CA",58501
94110,"San Francisco, CA",68336
94111,"San Francisco, CA",4306
94112,"San Francisco, CA",79314
94114,"San Francisco, CA",33683
94115,"San Francisco, CA",35853
94116,"San Francisco, CA",44092
94117,"San Francisco, CA",38451
94118,"San Francisco, CA",42356
94121,"San Francisco, CA",43115
94122,"San Francisco, CA",57160
94123,"San Francisco, CA",26131
94124,"San Francisco, CA",39445
94127,"San Francisco, CA",20686
94128,"San Francisco, CA",2
94129,"San Francisco, CA",3647
94130,"San Francisco, CA",2747
94131,"San Francisco, CA",28810
94132,"San Francisco, CA",27723
94133,"San Francisco, CA",26751
94134,"San Francisco, CA",41695
94158,"San Francisco, CA",11327
94188,"San Francisco, CA",3
94301,"Palo Alto, CA",17299
94303,"Palo Alto, CA",48281
94304,"Palo Alto, CA",4569
94305,"Stanford, CA",20961
94306,"Palo Alto, CA",28659
94401,"San Mateo, CA",35249
94402,"San Mateo, CA",25879
94403,"San Mateo, CA",45057
94404,"San Mateo, CA",37323
94501,"Alameda, CA",64116
94502,"Alameda, CA",14164
94503,"American Canyon, CA",22069
94505,"Discovery Bay, CA",15445
94506,"Danville, CA",25361
94507,"Alamo, CA",15495
94508,"Angwin, CA",3233
94509,"Antioch, CA",69931
94510,"Benicia, CA",27174
94511,"Bethel Island, CA (PO boxes)",2131
94512,"Birds Landing, CA",86
94513,"Brentwood, CA",67394
94514,"Byron, CA",1248
94515,"Calistoga, CA",6834
94516,"Canyon, CA (PO boxes)",212
94517,"Clayton, CA",12525
94518,"Concord, CA",27209
94519,"Concord, CA",18677
94520,"Concord, CA",38383
94521,"Concord, CA",42885
94523,"Pleasant Hill, CA",35272
94525,"Crockett, CA",3288
94526,"Danville, CA",33064
94528,"Diablo, CA (PO boxes)",1054
94530,"El Cerrito, CA",26360
94531,"Antioch, CA",45342
94533,"Fairfield, CA",77380
94534,"Fairfield, CA",42296
94535,"Travis AFB, CA",4259
94536,"Fremont, CA",73172
94538,"Fremont, CA",66424
94539,"Fremont, CA",54026
94541,"Hayward, CA",69736
94542,"Hayward, CA",15691
94544,"Hayward, CA",79769
94545,"Hayward, CA",33786
94546,"Castro Valley, CA",46687
94547,"Hercules, CA",26016
94548,"Knightsen, CA (PO boxes)",420
94549,"Lafayette, CA",28637
94550,"Livermore, CA",49959
94551,"Livermore, CA",40358
94552,"Castro Valley, CA",14721
94553,"Martinez, CA",49756
94555,"Fremont, CA",36887
94556,"Moraga, CA",16134
94558,"Napa, CA",65473
94559,"Napa, CA",28137
94560,"Newark, CA",47533
94561,"Oakley, CA",44545
94562,"Oakville, CA (PO boxes)",1
94563,"Orinda, CA",19496
94564,"Pinole, CA",19024
94565,"Pittsburg, CA",100341
94566,"Pleasanton, CA",45055
94567,"Pope Valley, CA",633
94568,"Dublin, CA",72590
94569,"Port Costa, CA (PO boxes)",210
94571,"Rio Vista, CA",10439
94572,"Rodeo, CA",9622
94573,"Rutherford, CA (PO boxes)",96
94574,"Saint Helena, CA",8317
94575,"Moraga, CA",933
94576,"Deer Park, CA",141
94577,"San Leandro, CA",48868
94578,"San Leandro, CA",40957
94579,"San Leandro, CA",21869
94580,"San Lorenzo, CA",29590
94582,"San Ramon, CA",49311
94583,"San Ramon, CA",38444
94585,"Suisun City, CA",29764
94586,"Sunol, CA",943
94587,"Union City, CA",70121
94588,"Pleasanton, CA",36398
94589,"Vallejo, CA",32290
94590,"Vallejo, CA",39981
94591,"Vallejo, CA",56305
94592,"Vallejo, CA",1082
94595,"Walnut Creek, CA",17716
94596,"Walnut Creek, CA",22861
94597,"Walnut Creek, CA",23661
94598,"Walnut Creek, CA",26826
94599,"Yountville, CA",3540
94601,"Oakland, CA",54166
94602,"Oakland, CA",29702
94603,"Oakland, CA",36681
94605,"Oakland, CA",44294
94606,"Oakland, CA",40768
94607,"Oakland, CA",31067
94608,"Emeryville, CA",33073
94609,"Oakland, CA",23578
94610,"Oakland, CA",31261
94611,"Oakland, CA",40262
94612,"Oakland, CA",19773
94613,"Oakland, CA (PO boxes)",346
94618,"Oakland, CA",16946
94619,"Oakland, CA",24867
94621,"Oakland, CA",35816
94702,"Berkeley, CA",17637
94703,"Berkeley, CA",20805
94704,"Berkeley, CA",25259
94705,"Berkeley, CA",13591
94706,"Albany, CA",21134
94707,"Berkeley, CA",12781
94708,"Berkeley, CA",11553
94709,"Berkeley, CA",12514
94710,"Berkeley, CA",9552
94720,"Berkeley, CA",7478
94801,"Richmond, CA",33486
94803,"El Sobrante, CA",26457
94804,"Richmond, CA",45108
94805,"Richmond, CA",14958
94806,"San Pablo, CA",64589
94901,"San Rafael, CA",43338
94903,"San Rafael, CA",30514
94904,"Greenbrae, CA",12718
94920,"Belvedere Tiburon, CA",13010
94922,"Bodega, CA",176
94923,"Bodega Bay, CA",1287
94924,"Bolinas, CA",1507
94925,"Corte Madera, CA",10204
94928,"Rohnert Park, CA",47062
94929,"Dillon Beach, CA (PO boxes)",227
94930,"Fairfax, CA",8729
94931,"Cotati, CA",9119
94933,"Forest Knolls, CA (PO boxes)",1226
94937,"Inverness, CA",935
94938,"Lagunitas, CA (PO boxes)",683
94939,"Larkspur, CA",7465
94940,"Marshall, CA",319
94941,"Mill Valley, CA",31480
94945,"Novato, CA",17876
94946,"Nicasio, CA",624
94947,"Novato, CA",24870
94949,"Novato, CA",17588
94950,"Olema, CA (PO boxes)",60
94951,"Penngrove, CA",4172
94952,"Petaluma, CA",33619
94954,"Petaluma, CA",38301
94956,"Point Reyes Station, CA",1684
94957,"Ross, CA (PO boxes)",1858
94960,"San Anselmo, CA",15920
94963,"San Geronimo, CA (PO boxes)",506
94964,"San Quentin, CA (PO boxes)",4264
94965,"Sausalito, CA",11447
94970,"Stinson Beach, CA",620
94971,"Tomales, CA (PO boxes)",372
94972,"Valley Ford, CA",146
94973,"Woodacre, CA (PO boxes)",1516
95002,"Alviso, CA (PO boxes)",2039
95003,"Aptos, CA",24706
95004,"Aromas, CA",4348
95005,"Ben Lomond, CA",6551
95006,"Boulder Creek, CA",9454
95007,"Brookdale, CA (PO boxes)",883
95008,"Campbell, CA",49038
95010,"Capitola, CA",9080
95012,"Castroville, CA",11858
95013,"Coyote, CA (PO boxes)",108
95014,"Cupertino, CA",62585
95017,"Davenport, CA",969
95018,"Felton, CA",8003
95019,"Freedom, CA",6603
95020,"Gilroy, CA",68090
95023,"Hollister, CA",56973
95030,"Los Gatos, CA",13585
95032,"Los Gatos, CA",28109
95033,"Los Gatos, CA",9565
95035,"Milpitas, CA",80440
95037,"Morgan Hill, CA",53126
95039,"Moss Landing, CA",1617
95041,"Mount Hermon, CA (PO boxes)",602
95043,"Paicines, CA",709
95045,"San Juan Bautista, CA",4323
95046,"San Martin, CA",6361
95050,"Santa Clara, CA",39031
95051,"Santa Clara, CA",61466
95053,"Santa Clara, CA",2582
95054,"Santa Clara, CA",25024
95060,"Santa Cruz, CA",47931
95062,"Santa Cruz, CA",36268
95064,"Santa Cruz, CA",8806
95065,"Santa Cruz, CA",8444
95066,"Scotts Valley, CA",15483
95070,"Saratoga, CA",32419
95073,"Soquel, CA",10549
95075,"Tres Pinos, CA",470
95076,"Watsonville, CA",84433
95110,"San Jose, CA",20495
95111,"San Jose, CA",60593
95112,"San Jose, CA",60754
95113,"San Jose, CA",2658
95116,"San Jose, CA",51222
95117,"San Jose, CA",30137
95118,"San Jose, CA",32764
95119,"San Jose, CA",10050
95120,"San Jose, CA",38341
95121,"San Jose, CA",37609
95122,"San Jose, CA",54056
95123,"San Jose, CA",70040
95124,"San Jose, CA",50054
95125,"San Jose, CA",54000
95126,"San Jose, CA",37372
95127,"San Jose, CA",63749
95128,"San Jose, CA",34776
95129,"San Jose, CA",41819
95130,"San Jose, CA",13584
95131,"San Jose, CA",30975
95132,"San Jose, CA",40426
95133,"San Jose, CA",30080
95134,"San Jose, CA",29746
95135,"San Jose, CA",20734
95136,"San Jose, CA",45971
95138,"San Jose, CA",19530
95139,"San Jose, CA",6764
95140,"Mount Hamilton, CA",276
95148,"San Jose, CA",45819
95202,"Stockton, CA",6949
95203,"Stockton, CA",18064
95204,"Stockton, CA",30719
95205,"Stockton, CA",40720
95206,"Stockton, CA",69350
95207,"Stockton, CA",52465
95209,"Stockton, CA",44660
95210,"Stockton, CA",41378
95211,"Stockton, CA",1832
95212,"Stockton, CA",30111
95215,"Stockton, CA",27118
95219,"Stockton, CA",29392
95220,"Acampo, CA",7241
95221,"Altaville, CA (PO boxes)",549
95222,"Angels Camp, CA",4888
95223,"Arnold, CA",4050
95224,"Avery, CA (PO boxes)",367
95225,"Burson, CA (PO boxes)",605
95226,"Campo Seco, CA (PO boxes)",48
95227,"Clements, CA (PO boxes)",1009
95228,"Copperopolis, CA",4571
95230,"Farmington, CA",786
95231,"French Camp, CA",4808
95232,"Glencoe, CA",170
95233,"Hathaway Pines, CA (PO boxes)",363
95236,"Linden, CA",4476
95237,"Lockeford, CA",3259
95240,"Lodi, CA",49102
95242,"Lodi, CA",27341
95245,"Mokelumne Hill, CA",2126
95246,"Mountain Ranch, CA",1307
95247,"Murphys, CA",3963
95248,"Rail Road Flat, CA (PO boxes)",266
95249,"San Andreas, CA",3983
95251,"Vallecito, CA",753
95252,"Valley Springs, CA",14260
95253,"Victor, CA (PO boxes)",286
95254,"Wallace, CA (PO boxes)",525
95255,"West Point, CA",1956
95257,"Wilseyville, CA",454
95258,"Woodbridge, CA",4054
95301,"Atwater, CA",40886
95303,"Ballico, CA",722
95304,"Tracy, CA",16210
95305,"Big Oak Flat, CA (PO boxes)",416
95306,"Catheys Valley, CA",936
95307,"Ceres, CA",46346
95309,"Chinese Camp, CA (PO boxes)",9
95310,"Columbia, CA",1794
95311,"Coulterville, CA",1997
95312,"Cressey, CA (PO boxes)",251
95313,"Crows Landing, CA",1351
95315,"Delhi, CA",12875
95316,"Denair, CA",7206
95317,"El Nido, CA",750
95318,"El Portal, CA (PO boxes)",413
95319,"Empire, CA (PO boxes)",2130
95320,"Escalon, CA",13148
95321,"Groveland, CA",3745
95322,"Gustine, CA",10381
95323,"Hickman, CA",1266
95324,"Hilmar, CA",7148
95325,"Hornitos, CA",47
95326,"Hughson, CA",10429
95327,"Jamestown, CA",8837
95328,"Keyes, CA",3925
95329,"La Grange, CA",2747
95330,"Lathrop, CA",29065
95333,"Le Grand, CA",2752
95334,"Livingston, CA",16594
95335,"Long Barn, CA",412
95336,"Manteca, CA",47281
95337,"Manteca, CA",44476
95338,"Mariposa, CA",11019
95340,"Merced, CA",38606
95341,"Merced, CA",33194
95345,"Midpines, CA",633
95346,"Mi Wuk Village, CA",1106
95348,"Merced, CA",35066
95350,"Modesto, CA",55344
95351,"Modesto, CA",48668
95354,"Modesto, CA",26765
95355,"Modesto, CA",62337
95356,"Modesto, CA",33070
95357,"Modesto, CA",12692
95358,"Modesto, CA",32131
95360,"Newman, CA",13892
95361,"Oakdale, CA",35019
95363,"Patterson, CA",29309
95364,"Pinecrest, CA",24
95365,"Planada, CA",4502
95366,"Ripon, CA",18239
95367,"Riverbank, CA",25421
95368,"Salida, CA",13896
95369,"Snelling, CA",816
95370,"Sonora, CA",28090
95372,"Soulsbyville, CA",1838
95374,"Stevinson, CA",1856
95375,"Strawberry, CA (PO boxes)",113
95376,"Tracy, CA",53781
95377,"Tracy, CA",34590
95379,"Tuolumne, CA",3816
95380,"Turlock, CA",42912
95382,"Turlock, CA",38702
95383,"Twain Harte, CA",4157
95385,"Vernalis, CA",515
95386,"Waterford, CA",10750
95387,"Westley, CA (PO boxes)",739
95388,"Winton, CA",13878
95389,"Yosemite National Park, CA",594
95391,"Tracy, CA",24709
95401,"Santa Rosa, CA",37272
95403,"Santa Rosa, CA",44705
95404,"Santa Rosa, CA",38034
95405,"Santa Rosa, CA",22015
95407,"Santa Rosa, CA",42504
95409,"Santa Rosa, CA",27741
95410,"Albion, CA",974
95412,"Annapolis, CA",275
95415,"Boonville, CA",1496
95417,"Branscomb, CA",168
95419,"Camp Meeker, CA (PO boxes)",192
95420,"Caspar, CA",396
95421,"Cazadero, CA",1409
95422,"Clearlake, CA",17017
95423,"Clearlake Oaks, CA",4232
95425,"Cloverdale, CA",11252
95426,"Cobb, CA (PO boxes)",1921
95427,"Comptche, CA",492
95428,"Covelo, CA",3017
95429,"Dos Rios, CA",106
95430,"Duncans Mills, CA (PO boxes)",45
95432,"Elk, CA",443
95435,"Finley, CA (PO boxes)",53
95436,"Forestville, CA",5265
95437,"Fort Bragg, CA",14608
95439,"Fulton, CA",747
95441,"Geyserville, CA",1915
95442,"Glen Ellen, CA",2955
95443,"Glenhaven, CA",134
95444,"Graton, CA",710
95445,"Gualala, CA",2362
95446,"Guerneville, CA",4690
95448,"Healdsburg, CA",16245
95449,"Hopland, CA",1422
95450,"Jenner, CA",372
95451,"Kelseyville, CA",11747
95452,"Kenwood, CA",1141
95453,"Lakeport, CA",11978
95454,"Laytonville, CA",2796
95456,"Little River, CA",798
95457,"Lower Lake, CA",3231
95458,"Lucerne, CA",3394
95459,"Manchester, CA",581
95460,"Mendocino, CA",2364
95461,"Middletown, CA",2689
95462,"Monte Rio, CA",1249
95463,"Navarro, CA",218
95464,"Nice, CA",2725
95465,"Occidental, CA",1959
95466,"Philo, CA",1219
95467,"Hidden Valley Lake, CA",6031
95468,"Point Arena, CA",1398
95469,"Potter Valley, CA",1855
95470,"Redwood Valley, CA",6041
95471,"Rio Nido, CA (PO boxes)",677
95472,"Sebastopol, CA",28430
95476,"Sonoma, CA",34575
95480,"Stewarts Point, CA (PO boxes)",64
95482,"Ukiah, CA",33276
95485,"Upper Lake, CA",2671
95486,"Villa Grande, CA (PO boxes)",71
95488,"Westport, CA",240
95490,"Willits, CA",14227
95492,"Windsor, CA",27819
95493,"Witter Springs, CA",218
95494,"Yorkville, CA",291
95497,"The Sea Ranch, CA (PO boxes)",1159
95501,"Eureka, CA",23323
95503,"Eureka, CA",24488
95511,"Alderpoint, CA",268
95514,"Blocksburg, CA",228
95519,"Mckinleyville, CA",18421
95521,"Arcata, CA",21581
95524,"Bayside, CA",1691
95525,"Blue Lake, CA",1701
95526,"Bridgeville, CA",520
95527,"Burnt Ranch, CA",556
95528,"Carlotta, CA",996
95531,"Crescent City, CA",23223
95536,"Ferndale, CA",2753
95537,"Fields Landing, CA (PO boxes)",313
95538,"Fort Dick, CA (PO boxes)",635
95540,"Fortuna, CA",14055
95542,"Garberville, CA",2519
95543,"Gasquet, CA",738
95545,"Honeydew, CA (PO boxes)",170
95546,"Hoopa, CA",3641
95547,"Hydesville, CA",1270
95548,"Klamath, CA",1205
95549,"Kneeland, CA",898
95550,"Korbel, CA",151
95551,"Loleta, CA",1871
95552,"Mad River, CA",552
95553,"Miranda, CA (PO boxes)",1054
95554,"Myers Flat, CA",297
95555,"Orick, CA",415
95556,"Orleans, CA (PO boxes)",650
95558,"Petrolia, CA",548
95559,"Phillipsville, CA (PO boxes)",163
95560,"Redway, CA",1548
95562,"Rio Dell, CA",3475
95563,"Salyer, CA (PO boxes)",589
95564,"Samoa, CA",438
95565,"Scotia, CA",875
95567,"Smith River, CA",1931
95568,"Somes Bar, CA",164
95569,"Redcrest, CA",211
95570,"Trinidad, CA",2543
95571,"Weott, CA (PO boxes)",297
95573,"Willow Creek, CA",1750
95585,"Leggett, CA",471
95587,"Piercy, CA",144
95589,"Whitethorn, CA",1648
95595,"Zenia, CA",146
95601,"Amador City, CA (PO boxes)",284
95602,"Auburn, CA",18364
95603,"Auburn, CA",28021
95604,"Auburn, CA (PO boxes)",49
95605,"West Sacramento, CA",14204
95606,"Brooks, CA",243
95607,"Capay, CA",311
95608,"Carmichael, CA",65367
95610,"Citrus Heights, CA",46592
95612,"Clarksburg, CA",1317
95613,"Coloma, CA (PO boxes)",135
95614,"Cool, CA",3891
95615,"Courtland, CA",762
95616,"Davis, CA",51003
95618,"Davis, CA",27472
95619,"Diamond Springs, CA",4816
95620,"Dixon, CA",21439
95621,"Citrus Heights, CA",42941
95623,"El Dorado, CA",4267
95624,"Elk Grove, CA",66575
95625,"Elmira, CA (PO boxes)",175
95626,"Elverta, CA",5766
95627,"Esparto, CA",3899
95628,"Fair Oaks, CA",42824
95629,"Fiddletown, CA",1036
95630,"Folsom, CA",74787
95631,"Foresthill, CA",6362
95632,"Galt, CA",31470
95633,"Garden Valley, CA",3017
95634,"Georgetown, CA",3109
95635,"Greenwood, CA",1236
95636,"Grizzly Flats, CA",1109
95637,"Guinda, CA",322
95638,"Herald, CA",2295
95639,"Hood, CA (PO boxes)",273
95640,"Ione, CA",12831
95641,"Isleton, CA",2266
95642,"Jackson, CA",7544
95645,"Knights Landing, CA",1715
95646,"Kirkwood, CA (PO boxes)",188
95648,"Lincoln, CA",54483
95650,"Loomis, CA",13446
95651,"Lotus, CA",763
95652,"Mcclellan, CA",914
95653,"Madison, CA (PO boxes)",579
95655,"Mather, CA",4767
95658,"Newcastle, CA",6532
95659,"Nicolaus, CA",724
95660,"North Highlands, CA",35368
95661,"Roseville, CA",32847
95662,"Orangevale, CA",32688
95663,"Penryn, CA",2905
95664,"Pilot Hill, CA",1329
95665,"Pine Grove, CA",4657
95666,"Pioneer, CA",5398
95667,"Placerville, CA",37283
95668,"Pleasant Grove, CA",872
95669,"Plymouth, CA",2431
95670,"Rancho Cordova, CA",57988
95671,"Represa, CA",5667
95672,"Rescue, CA",4700
95673,"Rio Linda, CA",16290
95674,"Rio Oso, CA",855
95675,"River Pines, CA (PO boxes)",390
95676,"Robbins, CA (PO boxes)",120
95677,"Rocklin, CA",28351
95678,"Roseville, CA",45136
95679,"Rumsey, CA (PO boxes)",91
95680,"Ryde, CA (PO boxes)",121
95681,"Sheridan, CA",1324
95682,"Shingle Springs, CA",30233
95683,"Sloughhouse, CA",6550
95684,"Somerset, CA",3283
95685,"Sutter Creek, CA",4542
95686,"Thornton, CA (PO boxes)",1338
95687,"Vacaville, CA",69837
95688,"Vacaville, CA",39571
95689,"Volcano, CA",1274
95690,"Walnut Grove, CA",2270
95691,"West Sacramento, CA",39849
95692,"Wheatland, CA",4975
95693,"Wilton, CA",7549
95694,"Winters, CA",9629
95695,"Woodland, CA",38956
95697,"Yolo, CA (PO boxes)",396
95698,"Zamora, CA (PO boxes)",213
95699,"Drytown, CA (PO boxes)",175
95701,"Alta, CA (PO boxes)",986
95703,"Applegate, CA",1943
95709,"Camino, CA",4874
95713,"Colfax, CA",9156
95714,"Dutch Flat, CA (PO boxes)",360
95715,"Emigrant Gap, CA (PO boxes)",98
95717,"Gold Run, CA (PO boxes)",243
95720,"Kyburz, CA",133
95721,"Echo Lake, CA (PO boxes)",32
95722,"Meadow Vista, CA",4682
95726,"Pollock Pines, CA",8985
95728,"Soda Springs, CA (PO boxes)",457
95735,"Twin Bridges, CA",87
95736,"Weimar, CA (PO boxes)",339
95742,"Rancho Cordova, CA",16260
95746,"Granite Bay, CA",22166
95747,"Roseville, CA",75019
95757,"Elk Grove, CA",55257
95758,"Elk Grove, CA",64517
95762,"El Dorado Hills, CA",47354
95765,"Rocklin, CA",43120
95776,"Woodland, CA",26612
95811,"Sacramento, CA",12463
95814,"Sacramento, CA",12208
95815,"Sacramento, CA",27838
95816,"Sacramento, CA",18606
95817,"Sacramento, CA",14270
95818,"Sacramento, CA",22375
95819,"Sacramento, CA",20812
95820,"Sacramento, CA",36848
95821,"Sacramento, CA",39310
95822,"Sacramento, CA",45215
95823,"Sacramento, CA",81212
95824,"Sacramento, CA",31524
95825,"Sacramento, CA",36081
95826,"Sacramento, CA",39902
95827,"Sacramento, CA",21566
95828,"Sacramento, CA",63116
95829,"Sacramento, CA",32123
95830,"Sacramento, CA",1015
95831,"Sacramento, CA",43099
95832,"Sacramento, CA",11930
95833,"Sacramento, CA",40195
95834,"Sacramento, CA",35617
95835,"Sacramento, CA",41399
95837,"Sacramento, CA",242
95838,"Sacramento, CA",41340
95841,"Sacramento, CA",21873
95842,"Sacramento, CA",34196
95843,"Antelope, CA",48234
95864,"Sacramento, CA",24249
95901,"Marysville, CA",35840
95903,"Beale AFB, CA",2412
95910,"Alleghany, CA",64
95912,"Arbuckle, CA",4942
95913,"Artois, CA (PO boxes)",369
95914,"Bangor, CA",693
95915,"Belden, CA (PO boxes)",52
95916,"Berry Creek, CA",1680
95917,"Biggs, CA",3264
95918,"Browns Valley, CA",2259
95919,"Brownsville, CA",1411
95920,"Butte City, CA",267
95922,"Camptonville, CA",666
95923,"Canyon Dam, CA",53
95925,"Challenge, CA",281
95926,"Chico, CA",41259
95928,"Chico, CA",38378
95930,"Clipper Mills, CA",253
95932,"Colusa, CA",7832
95934,"Crescent Mills, CA",322
95935,"Dobbins, CA",750
95936,"Downieville, CA (PO boxes)",361
95937,"Dunnigan, CA (PO boxes)",1554
95938,"Durham, CA",3740
95939,"Elk Creek, CA",545
95941,"Forbestown, CA",480
95942,"Forest Ranch, CA",1576
95943,"Glenn, CA",774
95944,"Goodyears Bar, CA (PO boxes)",45
95945,"Grass Valley, CA",26302
95946,"Penn Valley, CA",9964
95947,"Greenville, CA",1583
95948,"Gridley, CA",11603
95949,"Grass Valley, CA",20720
95950,"Grimes, CA (PO boxes)",413
95951,"Hamilton City, CA (PO boxes)",2385
95953,"Live Oak, CA",11357
95954,"Magalia, CA",8556
95955,"Maxwell, CA (PO boxes)",1403
95956,"Meadow Valley, CA (PO boxes)",458
95957,"Meridian, CA",669
95958,"Nelson, CA (PO boxes)",45
95959,"Nevada City, CA",18621
95960,"North San Juan, CA",762
95961,"Olivehurst, CA",30717
95962,"Oregon House, CA",1316
95963,"Orland, CA",16250
95965,"Oroville, CA",21548
95966,"Oroville, CA",31591
95968,"Palermo, CA",1512
95969,"Paradise, CA",5710
95970,"Princeton, CA",535
95971,"Quincy, CA",5672
95972,"Rackerby, CA",84
95973,"Chico, CA",39609
95974,"Richvale, CA (PO boxes)",142
95975,"Rough And Ready, CA",1702
95977,"Smartsville, CA",1797
95978,"Stirling City, CA (PO boxes)",137
95979,"Stonyford, CA",519
95981,"Strawberry Valley, CA",191
95982,"Sutter, CA",3283
95983,"Taylorsville, CA",401
95984,"Twain, CA (PO boxes)",139
95986,"Washington, CA (PO boxes)",121
95987,"Williams, CA",6270
95988,"Willows, CA",8842
95991,"Yuba City, CA",43345
95993,"Yuba City, CA",37783
96001,"Redding, CA",33914
96002,"Redding, CA",35158
96003,"Redding, CA",45185
96006,"Adin, CA",473
96007,"Anderson, CA",24056
96008,"Bella Vista, CA",1237
96009,"Bieber, CA (PO boxes)",481
96010,"Big Bar, CA",154
96011,"Big Bend, CA (PO boxes)",148
96013,"Burney, CA",4020
96014,"Callahan, CA",237
96015,"Canby, CA",364
96016,"Cassel, CA",399
96017,"Castella, CA",169
96019,"Shasta Lake, CA",10491
96020,"Chester, CA",2407
96021,"Corning, CA",17123
96022,"Cottonwood, CA",16528
96023,"Dorris, CA",1102
96024,"Douglas City, CA",859
96025,"Dunsmuir, CA",2225
96027,"Etna, CA",1953
96028,"Fall River Mills, CA",1679
96029,"Flournoy, CA",138
96031,"Forks Of Salmon, CA",118
96032,"Fort Jones, CA",2593
96033,"French Gulch, CA",429
96034,"Gazelle, CA",345
96035,"Gerber, CA",3175
96037,"Greenview, CA (PO boxes)",312
96038,"Grenada, CA",586
96039,"Happy Camp, CA",1037
96040,"Hat Creek, CA",283
96041,"Hayfork, CA",5574
96044,"Hornbrook, CA",1015
96046,"Hyampom, CA (PO boxes)",304
96047,"Igo, CA",888
96048,"Junction City, CA",698
96050,"Klamath River, CA",476
96051,"Lakehead, CA",1136
96052,"Lewiston, CA",1498
96054,"Lookout, CA (PO boxes)",288
96055,"Los Molinos, CA",3951
96056,"Mcarthur, CA",1444
96057,"Mccloud, CA",1202
96058,"Macdoel, CA",659
96059,"Manton, CA",572
96061,"Mill Creek, CA",90
96062,"Millville, CA",994
96063,"Mineral, CA (PO boxes)",125
96064,"Montague, CA",4387
96065,"Montgomery Creek, CA",409
96067,"Mount Shasta, CA",7145
96068,"Nubieber, CA (PO boxes)",185
96069,"Oak Run, CA",1052
96071,"Old Station, CA",127
96073,"Palo Cedro, CA",4614
96074,"Paskenta, CA (PO boxes)",312
96075,"Paynes Creek, CA",427
96076,"Platina, CA",276
96078,"Proberta, CA (PO boxes)",57
96080,"Red Bluff, CA",29672
96084,"Round Mountain, CA (PO boxes)",515
