ZIP census tabulation area,ZIP Code name,Total population (2020 Census)
45380,"Versailles, OH",5573
45381,"West Alexandria, OH",5424
45382,"West Manchester, OH",1179
45383,"West Milton, OH",6885
45384,"Wilberforce, OH (PO boxes)",2258
45385,"Xenia, OH",39446
45387,"Yellow Springs, OH",5326
45388,"Yorkshire, OH",878
45389,"Christiansburg, OH (PO boxes)",503
45390,"Union City, OH",3269
45402,"Dayton, OH",10735
45403,"Dayton, OH",15130
45404,"Dayton, OH",10730
45405,"Dayton, OH",18124
45406,"Dayton, OH",20622
45409,"Dayton, OH",12392
45410,"Dayton, OH",15758
45414,"Dayton, OH",20693
45415,"Dayton, OH",12811
45416,"Dayton, OH",5612
45417,"Dayton, OH",28079
45419,"Dayton, OH",16236
45420,"Dayton, OH",25045
45423,"Dayton, OH",4
45424,"Dayton, OH",50920
45426,"Dayton, OH",14391
45428,"Dayton, OH (PO boxes)",303
45429,"Dayton, OH",26514
45430,"Dayton, OH",7637
45431,"Dayton, OH",26660
45432,"Dayton, OH",15105
45433,"Dayton, OH",1567
45434,"Dayton, OH",12628
45435,"Dayton, OH",124
45439,"Dayton, OH",11726
45440,"Dayton, OH",22676
45449,"Dayton, OH",18976
45458,"Dayton, OH",36474
45459,"Dayton, OH",28344
45469,"Dayton, OH",219
45502,"Springfield, OH",16767
45503,"Springfield, OH",32870
45504,"Springfield, OH",17343
45505,"Springfield, OH",19708
45506,"Springfield, OH",13330
45601,"Chillicothe, OH",56849
45612,"Bainbridge, OH",5059
45613,"Beaver, OH",3542
45614,"Bidwell, OH",4800
45616,"Blue Creek, OH",1187
45617,"Bourneville, OH (PO boxes)",76
45618,"Cherry Fork, OH (PO boxes)",29
45619,"Chesapeake, OH",7348
45620,"Cheshire, OH",875
45621,"Coalton, OH (PO boxes)",403
45622,"Creola, OH",485
45623,"Crown City, OH",3235
45624,"Cynthiana, OH (PO boxes)",22
45628,"Frankfort, OH",5429
45629,"Franklin Furnace, OH",3220
45630,"Friendship, OH (PO boxes)",222
45631,"Gallipolis, OH",14200
45634,"Hamden, OH",1893
45636,"Haverhill, OH (PO boxes)",150
45638,"Ironton, OH",20114
45640,"Jackson, OH",15896
45642,"Jasper, OH (PO boxes)",35
45644,"Kingston, OH",4316
45645,"Kitts Hill, OH",2750
45646,"Latham, OH",363
45647,"Londonderry, OH",2410
45648,"Lucasville, OH",11211
45650,"Lynx, OH",348
45651,"Mc Arthur, OH",5691
45652,"Mc Dermott, OH",3131
45653,"Minford, OH",3907
45654,"New Plymouth, OH",833
45656,"Oak Hill, OH",6532
45657,"Otway, OH",2504
45658,"Patriot, OH",2538
45659,"Pedro, OH",2623
45660,"Peebles, OH",8011
45661,"Piketon, OH",7014
45662,"Portsmouth, OH",27718
45663,"West Portsmouth, OH",6343
45669,"Proctorville, OH",10223
45671,"Rarden, OH",391
45672,"Ray, OH",1679
45673,"Richmond Dale, OH",398
45674,"Rio Grande, OH (PO boxes)",686
45677,"Scioto Furnace, OH (PO boxes)",73
45678,"Scottown, OH",1140
45679,"Seaman, OH",3097
45680,"South Point, OH",12326
45681,"South Salem, OH",1589
45682,"South Webster, OH",1998
45684,"Stout, OH",1838
45685,"Thurman, OH",1040
45686,"Vinton, OH",3379
45688,"Waterloo, OH",403
45690,"Waverly, OH",13527
45692,"Wellston, OH",8460
45693,"West Union, OH",8797
45694,"Wheelersburg, OH",11783
45695,"Wilkesville, OH",587
45696,"Willow Wood, OH",1253
45697,"Winchester, OH",4828
45698,"Zaleski, OH (PO boxes)",262
45699,"Lucasville, OH",1236
45701,"Athens, OH",33705
45710,"Albany, OH",5547
45711,"Amesville, OH",1065
45714,"Belpre, OH",10149
45715,"Beverly, OH",2412
45716,"Buchtel, OH (PO boxes)",490
45719,"Chauncey, OH (PO boxes)",964
45720,"Chester, OH (PO boxes)",12
45721,"Coal Run, OH",41
45723,"Coolville, OH",3552
45724,"Cutler, OH",1785
45727,"Dexter City, OH",478
45729,"Fleming, OH",1460
45732,"Glouster, OH",4524
45734,"Graysville, OH",409
45735,"Guysville, OH",1619
45739,"Hockingport, OH (PO boxes)",160
45740,"Jacksonville, OH (PO boxes)",406
45741,"Langsville, OH",809
45742,"Little Hocking, OH",3018
45743,"Long Bottom, OH",1383
45744,"Lowell, OH",2656
45745,"Lower Salem, OH",1104
45746,"Macksburg, OH",348
45750,"Marietta, OH",26327
45760,"Middleport, OH",3309
45761,"Millfield, OH",1558
45764,"Nelsonville, OH",7859
45766,"New Marshfield, OH",1313
45767,"New Matamoras, OH",2314
45768,"Newport, OH",1599
45769,"Pomeroy, OH",5952
45770,"Portland, OH",567
45771,"Racine, OH",3408
45772,"Reedsville, OH",1697
45773,"Reno, OH",305
45775,"Rutland, OH",1361
45776,"Shade, OH",730
45778,"Stewart, OH",834
45779,"Syracuse, OH (PO boxes)",780
45780,"The Plains, OH",3328
45782,"Trimble, OH (PO boxes)",313
45783,"Tuppers Plains, OH (PO boxes)",181
45784,"Vincent, OH",3313
45786,"Waterford, OH",3160
45788,"Whipple, OH",961
45789,"Wingett Run, OH",188
45801,"Lima, OH",22819
45804,"Lima, OH",14573
45805,"Lima, OH",22740
45806,"Lima, OH",11238
45807,"Lima, OH",11856
45808,"Beaverdam, OH",282
45809,"Gomer, OH",173
45810,"Ada, OH",7840
45812,"Alger, OH",1835
45813,"Antwerp, OH",3579
45814,"Arlington, OH",2646
45815,"Belmore, OH (PO boxes)",57
45816,"Benton Ridge, OH (PO boxes)",260
45817,"Bluffton, OH",6420
45819,"Buckland, OH",233
45820,"Cairo, OH (PO boxes)",517
45821,"Cecil, OH",1252
45822,"Celina, OH",19945
45826,"Chickasaw, OH (PO boxes)",358
45827,"Cloverdale, OH",2223
45828,"Coldwater, OH",6495
45830,"Columbus Grove, OH",5797
45831,"Continental, OH",3023
45832,"Convoy, OH",2854
45833,"Delphos, OH",10682
45835,"Dola, OH",487
45836,"Dunkirk, OH",1332
45838,"Elgin, OH (PO boxes)",39
45840,"Findlay, OH",54901
45841,"Jenera, OH",936
45843,"Forest, OH",3768
45844,"Fort Jennings, OH",3251
45845,"Fort Loramie, OH",3270
45846,"Fort Recovery, OH",4461
45848,"Glandorf, OH (PO boxes)",61
45849,"Grover Hill, OH",1154
45850,"Harrod, OH",3617
45851,"Haviland, OH",676
45853,"Kalida, OH (PO boxes)",1451
45854,"Lafayette, OH (PO boxes)",461
45855,"Latty, OH (PO boxes)",165
45856,"Leipsic, OH",5094
45858,"Mc Comb, OH",3038
45859,"Mc Guffey, OH (PO boxes)",461
45860,"Maria Stein, OH",2444
45861,"Melrose, OH (PO boxes)",223
45862,"Mendon, OH",1408
45863,"Middle Point, OH",1135
45864,"Miller City, OH (PO boxes)",160
45865,"Minster, OH",5251
45866,"Montezuma, OH (PO boxes)",152
45867,"Mount Blanchard, OH",1138
45868,"Mount Cory, OH",705
45869,"New Bremen, OH",4567
45870,"New Hampshire, OH (PO boxes)",116
45871,"New Knoxville, OH",2019
45872,"North Baltimore, OH",4120
45873,"Oakwood, OH",2235
45874,"Ohio City, OH",2079
45875,"Ottawa, OH",11273
45876,"Ottoville, OH (PO boxes)",958
45877,"Pandora, OH",2239
45879,"Paulding, OH",5963
45880,"Payne, OH",2390
45881,"Rawson, OH",1485
45882,"Rockford, OH",3005
45883,"Saint Henry, OH",4026
45884,"Saint Johns, OH (PO boxes)",147
45885,"Saint Marys, OH",12863
45886,"Scott, OH",459
45887,"Spencerville, OH",4688
45888,"Uniopolis, OH (PO boxes)",188
45889,"Van Buren, OH",1481
45890,"Vanlue, OH",653
45891,"Van Wert, OH",15633
45893,"Vaughnsville, OH (PO boxes)",262
45894,"Venedocia, OH",649
45895,"Wapakoneta, OH",17974
45896,"Waynesfield, OH",1990
45897,"Williamstown, OH",107
45898,"Willshire, OH",1251
45899,"Wren, OH (PO boxes)",165
46001,"Alexandria, IN",10676
46011,"Anderson, IN",17078
46012,"Anderson, IN",19108
46013,"Anderson, IN",18288
46016,"Anderson, IN",17686
46017,"Anderson, IN",5930
46030,"Arcadia, IN",3161
46031,"Atlanta, IN",2211
46032,"Carmel, IN",50477
46033,"Carmel, IN",39002
46034,"Cicero, IN",7316
46035,"Colfax, IN",1130
46036,"Elwood, IN",11247
46037,"Fishers, IN",47264
46038,"Fishers, IN",42694
46039,"Forest, IN",725
46040,"Fortville, IN",16669
46041,"Frankfort, IN",24120
46044,"Frankton, IN",2912
46045,"Goldsmith, IN (PO boxes)",125
46047,"Hobbs, IN (PO boxes)",25
46048,"Ingalls, IN",2035
46049,"Kempton, IN",840
46050,"Kirklin, IN",1672
46051,"Lapel, IN",2811
46052,"Lebanon, IN",22783
46055,"Mccordsville, IN",14969
46056,"Markleville, IN",2359
46057,"Michigantown, IN",999
46058,"Mulberry, IN",2257
46060,"Noblesville, IN",45073
46062,"Noblesville, IN",38915
46063,"Orestes, IN (PO boxes)",298
46064,"Pendleton, IN",16908
46065,"Rossville, IN",3422
46068,"Sharpsville, IN",2583
46069,"Sheridan, IN",7012
46070,"Summitville, IN",2211
46071,"Thorntown, IN",3373
46072,"Tipton, IN",9095
46074,"Westfield, IN",42598
46075,"Whitestown, IN",7728
46076,"Windfall, IN",1534
46077,"Zionsville, IN",33969
46102,"Advance, IN (PO boxes)",503
46103,"Amo, IN (PO boxes)",354
46104,"Arlington, IN",860
46105,"Bainbridge, IN",1775
46106,"Bargersville, IN",8672
46107,"Beech Grove, IN",12994
46110,"Boggstown, IN",505
46111,"Brooklyn, IN (PO boxes)",515
46112,"Brownsburg, IN",41562
46113,"Camby, IN",15915
46115,"Carthage, IN",1952
46117,"Charlottesville, IN",689
46118,"Clayton, IN",4903
46120,"Cloverdale, IN",5891
46121,"Coatesville, IN",5090
46122,"Danville, IN",16448
46123,"Avon, IN",40788
46124,"Edinburgh, IN",7891
46125,"Eminence, IN (PO boxes)",32
46126,"Fairland, IN",4613
46127,"Falmouth, IN",304
46128,"Fillmore, IN",2111
46130,"Fountaintown, IN",2491
46131,"Franklin, IN",32869
46133,"Glenwood, IN",794
46135,"Greencastle, IN",19869
46140,"Greenfield, IN",41708
46142,"Greenwood, IN",32052
46143,"Greenwood, IN",62618
46144,"Gwynneville, IN (PO boxes)",207
46146,"Homer, IN",144
46147,"Jamestown, IN",2681
46148,"Knightstown, IN",4859
46149,"Lizton, IN",1894
46150,"Manilla, IN",750
46151,"Martinsville, IN",32335
46154,"Maxwell, IN (PO boxes)",126
46155,"Mays, IN (PO boxes)",81
46156,"Milroy, IN",1497
46157,"Monrovia, IN",4074
46158,"Mooresville, IN",23895
46160,"Morgantown, IN",6409
46161,"Morristown, IN",2576
46162,"Needham, IN",516
46163,"New Palestine, IN",13489
46164,"Nineveh, IN",4324
46165,"North Salem, IN",1562
46166,"Paragon, IN",2374
46167,"Pittsboro, IN",7018
46168,"Plainfield, IN",37681
46170,"Putnamville, IN",39
46171,"Reelsville, IN",1779
46172,"Roachdale, IN",2372
46173,"Rushville, IN",10591
46175,"Russellville, IN",549
46176,"Shelbyville, IN",28401
46180,"Stilesville, IN",993
46181,"Trafalgar, IN",5280
46182,"Waldron, IN",2005
46183,"West Newton, IN (PO boxes)",130
46184,"Whiteland, IN",13023
46186,"Wilkinson, IN",1708
46201,"Indianapolis, IN",31408
46202,"Indianapolis, IN",22217
46203,"Indianapolis, IN",38224
46204,"Indianapolis, IN",9086
46205,"Indianapolis, IN",27531
46206,"Indianapolis, IN (PO boxes)",6
46208,"Indianapolis, IN",23996
46214,"Indianapolis, IN",26314
46216,"Indianapolis, IN",2343
46217,"Indianapolis, IN",34725
46218,"Indianapolis, IN",30400
46219,"Indianapolis, IN",36556
46220,"Indianapolis, IN",36078
46221,"Indianapolis, IN",27991
46222,"Indianapolis, IN",37185
46224,"Indianapolis, IN",38822
46225,"Indianapolis, IN",6503
46226,"Indianapolis, IN",43997
46227,"Indianapolis, IN",62126
46228,"Indianapolis, IN",15824
46229,"Indianapolis, IN",29252
46231,"Indianapolis, IN",10889
46234,"Indianapolis, IN",27841
46235,"Indianapolis, IN",34569
46236,"Indianapolis, IN",27627
46237,"Indianapolis, IN",44378
46239,"Indianapolis, IN",33290
46240,"Indianapolis, IN",20148
46241,"Indianapolis, IN",33568
46250,"Indianapolis, IN",19156
46254,"Indianapolis, IN",40162
46256,"Indianapolis, IN",22598
46259,"Indianapolis, IN",13703
46260,"Indianapolis, IN",34188
46268,"Indianapolis, IN",26353
46278,"Indianapolis, IN",8910
46280,"Indianapolis, IN",7870
46290,"Indianapolis, IN",191
46301,"Beverly Shores, IN (PO boxes)",580
46302,"Boone Grove, IN (PO boxes)",141
46303,"Cedar Lake, IN",17028
46304,"Chesterton, IN",26835
46307,"Crown Point, IN",69248
46310,"Demotte, IN",14126
46311,"Dyer, IN",22431
46312,"East Chicago, IN",26370
46319,"Griffith, IN",18108
46320,"Hammond, IN",14514
46321,"Munster, IN",23894
46322,"Highland, IN",23984
46323,"Hammond, IN",22510
46324,"Hammond, IN",22611
46327,"Hammond, IN",11078
46340,"Hanna, IN",1085
46341,"Hebron, IN",10518
46342,"Hobart, IN",32540
46345,"Kingsbury, IN (PO boxes)",97
46346,"Kingsford Heights, IN (PO boxes)",1317
46347,"Kouts, IN",4800
46348,"La Crosse, IN",1127
46349,"Lake Village, IN",3219
46350,"La Porte, IN",44522
46356,"Lowell, IN",18668
46360,"Michigan City, IN",44209
46365,"Mill Creek, IN",1037
46366,"North Judson, IN",5826
46368,"Portage, IN",39837
46371,"Rolling Prairie, IN",3680
46373,"Saint John, IN",17839
46374,"San Pierre, IN",1006
46375,"Schererville, IN",24051
46376,"Schneider, IN (PO boxes)",367
46377,"Shelby, IN (PO boxes)",194
46379,"Sumava Resorts, IN (PO boxes)",295
46381,"Thayer, IN",287
46382,"Union Mills, IN",2094
46383,"Valparaiso, IN",41981
46385,"Valparaiso, IN",41832
46390,"Wanatah, IN",2824
46391,"Westville, IN",9077
46392,"Wheatfield, IN",7855
46393,"Wheeler, IN (PO boxes)",376
46394,"Whiting, IN",11725
46402,"Gary, IN",5502
46403,"Gary, IN",11649
46404,"Gary, IN",15658
46405,"Lake Station, IN",11860
46406,"Gary, IN",8776
46407,"Gary, IN",9862
46408,"Gary, IN",15109
46409,"Gary, IN",6975
46410,"Merrillville, IN",39471
46501,"Argos, IN",3891
46502,"Atwood, IN (PO boxes)",34
46504,"Bourbon, IN",3241
46506,"Bremen, IN",10083
46507,"Bristol, IN",9371
46508,"Burket, IN",137
46510,"Claypool, IN",3393
46511,"Culver, IN",4008
46513,"Donaldson, IN (PO boxes)",64
46514,"Elkhart, IN",42048
46516,"Elkhart, IN",33670
46517,"Elkhart, IN",24006
46524,"Etna Green, IN",2376
46526,"Goshen, IN",33170
46528,"Goshen, IN",27223
46530,"Granger, IN",31805
46531,"Grovertown, IN",1387
46532,"Hamlet, IN",1751
46534,"Knox, IN",11247
46536,"Lakeville, IN",3257
46537,"Lapaz, IN (PO boxes)",502
46538,"Leesburg, IN",4047
46539,"Mentone, IN",2245
46540,"Middlebury, IN",12552
46542,"Milford, IN",4526
46543,"Millersburg, IN",4273
46544,"Mishawaka, IN",31571
46545,"Mishawaka, IN",26312
46550,"Nappanee, IN",12679
46552,"New Carlisle, IN",6478
46553,"New Paris, IN",3849
46554,"North Liberty, IN",4379
46555,"North Webster, IN",2729
46556,"Notre Dame, IN (PO boxes)",8845
46561,"Osceola, IN",14155
46562,"Pierceton, IN",4718
46563,"Plymouth, IN",22977
46565,"Shipshewana, IN",9104
46567,"Syracuse, IN",9773
46570,"Tippecanoe, IN",1090
46571,"Topeka, IN",6203
46572,"Tyner, IN",112
46573,"Wakarusa, IN",3835
46574,"Walkerton, IN",8377
46580,"Warsaw, IN",22381
46582,"Warsaw, IN",14151
46590,"Winona Lake, IN",5053
46595,"Wyatt, IN (PO boxes)",94
46601,"South Bend, IN",5947
46613,"South Bend, IN",11427
46614,"South Bend, IN",29917
46615,"South Bend, IN",14777
46616,"South Bend, IN",6167
46617,"South Bend, IN",9813
46619,"South Bend, IN",20527
46624,"South Bend, IN (PO boxes)",38
46628,"South Bend, IN",27011
46635,"South Bend, IN",6420
46637,"South Bend, IN",15887
46701,"Albion, IN",7687
46702,"Andrews, IN",2172
46703,"Angola, IN",18837
46704,"Arcola, IN (PO boxes)",119
46705,"Ashley, IN",1716
46706,"Auburn, IN",19995
46710,"Avilla, IN",4649
46711,"Berne, IN",8022
46714,"Bluffton, IN",15411
46721,"Butler, IN",4907
46723,"Churubusco, IN",7383
46725,"Columbia City, IN",23917
46730,"Corunna, IN",1316
46731,"Craigville, IN",578
46732,"Cromwell, IN",2949
46733,"Decatur, IN",18669
46737,"Fremont, IN",6898
46738,"Garrett, IN",8183
46740,"Geneva, IN",4608
46741,"Grabill, IN",4657
46742,"Hamilton, IN",3259
46743,"Harlan, IN",2309
46745,"Hoagland, IN",1792
46746,"Howe, IN",4003
46747,"Hudson, IN",2743
46748,"Huntertown, IN",7203
46750,"Huntington, IN",26580
46755,"Kendallville, IN",15721
46759,"Keystone, IN",508
46760,"Kimmell, IN",1264
46761,"Lagrange, IN",12902
46763,"Laotto, IN",1702
46764,"Larwill, IN",1379
46765,"Leo, IN",5580
46766,"Liberty Center, IN",545
46767,"Ligonier, IN",8599
46770,"Markle, IN",2734
46771,"Mongo, IN (PO boxes)",54
46772,"Monroe, IN",3929
46773,"Monroeville, IN",3685
46774,"New Haven, IN",17341
46776,"Orland, IN",1528
46777,"Ossian, IN",6348
46778,"Petroleum, IN (PO boxes)",196
46779,"Pleasant Lake, IN",2006
46781,"Poneto, IN",789
46783,"Roanoke, IN",7521
46784,"Rome City, IN",2211
46785,"Saint Joe, IN",1650
46786,"South Milford, IN (PO boxes)",82
46787,"South Whitley, IN",3902
46788,"Spencerville, IN",3396
46789,"Stroh, IN (PO boxes)",80
46791,"Uniondale, IN",922
46792,"Warren, IN",3673
46793,"Waterloo, IN",4043
46794,"Wawaka, IN",1406
46795,"Wolcottville, IN",6190
46796,"Wolflake, IN (PO boxes)",57
46797,"Woodburn, IN",4008
46798,"Yoder, IN",1290
46799,"Zanesville, IN (PO boxes)",448
46802,"Fort Wayne, IN",10664
46803,"Fort Wayne, IN",9686
46804,"Fort Wayne, IN",28800
46805,"Fort Wayne, IN",21138
46806,"Fort Wayne, IN",26083
46807,"Fort Wayne, IN",16489
46808,"Fort Wayne, IN",19894
46809,"Fort Wayne, IN",8946
46814,"Fort Wayne, IN",16377
46815,"Fort Wayne, IN",27927
46816,"Fort Wayne, IN",19012
46818,"Fort Wayne, IN",22071
46819,"Fort Wayne, IN",8969
46825,"Fort Wayne, IN",29062
46835,"Fort Wayne, IN",36653
46845,"Fort Wayne, IN",28380
46901,"Kokomo, IN",38072
46902,"Kokomo, IN",36038
46910,"Akron, IN",3283
46911,"Amboy, IN",1396
46913,"Bringhurst, IN",1400
46914,"Bunker Hill, IN",4785
46915,"Burlington, IN",617
46917,"Camden, IN",1734
46919,"Converse, IN",2202
46920,"Cutler, IN",1131
46922,"Delong, IN (PO boxes)",32
46923,"Delphi, IN",8162
46926,"Denver, IN",1639
46928,"Fairmount, IN",4557
46929,"Flora, IN",3210
46930,"Fowlerton, IN",268
46931,"Fulton, IN (PO boxes)",286
46932,"Galveston, IN",3254
46933,"Gas City, IN",6617
46936,"Greentown, IN",5800
46937,"Hemlock, IN (PO boxes)",114
46938,"Jonesboro, IN",2824
46939,"Kewanna, IN",1917
46940,"La Fontaine, IN",2538
46941,"Lagro, IN",1123
46943,"Laketon, IN",250
46945,"Leiters Ford, IN (PO boxes)",15
46946,"Liberty Mills, IN (PO boxes)",132
46947,"Logansport, IN",28295
46950,"Lucerne, IN",615
46951,"Macy, IN",2118
46952,"Marion, IN",18996
46953,"Marion, IN",22781
46957,"Matthews, IN (PO boxes)",483
46958,"Mexico, IN (PO boxes)",542
46959,"Miami, IN",148
46960,"Monterey, IN",1102
46961,"New Waverly, IN",97
46962,"North Manchester, IN",8592
46965,"Oakford, IN (PO boxes)",111
46967,"Onward, IN (PO boxes)",73
46968,"Ora, IN",132
46970,"Peru, IN",23317
46974,"Roann, IN",1620
46975,"Rochester, IN",14288
46978,"Royal Center, IN",2018
46979,"Russiaville, IN",4893
46980,"Servia, IN (PO boxes)",53
46982,"Silver Lake, IN",2602
46984,"Somerset, IN (PO boxes)",61
46985,"Star City, IN",1285
46986,"Swayzee, IN",1769
46987,"Sweetser, IN (PO boxes)",1010
46988,"Twelve Mile, IN",721
46989,"Upland, IN",5028
46990,"Urbana, IN",805
46991,"Van Buren, IN",1706
46992,"Wabash, IN",16183
46994,"Walton, IN",2626
46996,"Winamac, IN",6830
46998,"Young America, IN",129
47001,"Aurora, IN",10208
47003,"West College Corner, IN",958
47006,"Batesville, IN",12761
47010,"Bath, IN",304
47011,"Bennington, IN",1003
47012,"Brookville, IN",9994
47016,"Cedar Grove, IN",742
47017,"Cross Plains, IN",657
47018,"Dillsboro, IN",4273
47020,"Florence, IN",1004
47021,"Friendship, IN (PO boxes)",12
47022,"Guilford, IN",3192
47023,"Holton, IN",1711
47024,"Laurel, IN",2880
47025,"Lawrenceburg, IN",23118
47030,"Metamora, IN",1504
47031,"Milan, IN",5200
47032,"Moores Hill, IN",3477
47033,"Morris, IN (PO boxes)",6
47034,"Napoleon, IN (PO boxes)",172
47035,"New Trenton, IN (PO boxes)",272
47036,"Oldenburg, IN",1002
47037,"Osgood, IN",4167
47038,"Patriot, IN",1168
47040,"Rising Sun, IN",5288
47041,"Sunman, IN",5891
47042,"Versailles, IN",4375
47043,"Vevay, IN",5102
47060,"West Harrison, IN",7109
47102,"Austin, IN",6884
47104,"Bethlehem, IN",93
47106,"Borden, IN",4771
47108,"Campbellsburg, IN",2218
47110,"Central, IN",469
47111,"Charlestown, IN",16972
47112,"Corydon, IN",17404
47114,"Crandall, IN",422
47115,"Depauw, IN",2579
47116,"Eckerty, IN",698
47117,"Elizabeth, IN",4304
47118,"English, IN",3253
47119,"Floyds Knobs, IN",12173
47120,"Fredericksburg, IN",938
47122,"Georgetown, IN",11185
47123,"Grantsburg, IN",131
47124,"Greenville, IN",4981
47125,"Hardinsburg, IN",1714
47126,"Henryville, IN",4555
47129,"Clarksville, IN",19739
47130,"Jeffersonville, IN",48481
47135,"Laconia, IN",1271
47136,"Lanesville, IN",4699
47137,"Leavenworth, IN",1300
47138,"Lexington, IN",4398
47140,"Marengo, IN",2811
47141,"Marysville, IN",1563
47142,"Mauckport, IN",861
47143,"Memphis, IN",3800
47145,"Milltown, IN",1908
